企业名称,股票代码,旧名称,登记状态,注册资本,参保人数,参保人数所属年报,通信地址,统一社会信用代码,企业规模,成立日期,所属省份,所属城市,所属区县,邮箱,更多邮箱,注册号,纳税人资质,企业（机构）类型,国标行业门类,国标行业大类,国标行业中类,国标行业小类,企查查行业门类,企查查行业大类,企查查行业中类,企查查行业小类,企业地址,曾用名,英文名,经营范围
杭州滨江房产集团股份有限公司,SZ002244,杭州滨江房产集团股份有限公司,存续,311144.389万元人民币,57,2022年报,-,91330000719577660B,L(大型),1996-08-22,浙江省,杭州市,上城区,office@binjiang.com.cn,376753865@qq.com,330000000027853,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,杭州市庆春东路38号,-,"Hangzhou Binjiang Real Estate Group Co., Ltd.",房地产开发，房屋建筑，商品房销售，水电安装，室内外装璜。
新大正物业集团股份有限公司,SZ002968,新大正物业集团股份有限公司,存续,22775.9683万元人民币,3814,2022年报,重庆市渝中区虎踞路78号重庆总部城10号楼,915001032030285054,L(大型),1998-12-10,重庆市,重庆市,渝中区,wengjl@dzwy.com,dzwy@163.com;xdz@dzwy.com;578376446@qq.com,500103000003998,一般纳税人,股份有限公司（上市公司）,房地产业,房地产业,物业管理,物业管理,房地产,房地产服务,物业管理,-,重庆市渝中区虎踞路78号1-1#,"重庆新大正物业集团股份有限公司,
重庆大正物业管理有限公司","New DaZheng Property Group Co., Ltd.",许可项目：劳务派遣服务，餐饮服务，城市生活垃圾经营性服务，特种设备安装改造修理，职业中介活动，城市建筑垃圾处置（清运），公路管理与养护，通用航空服务，住宿服务，汽车租赁，印刷品装订服务，建设工程施工，施工专业作业，建设工程设计；住宅室内装饰装修；高危险性体育运动（游泳）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：物业管理服务壹级（凭资质许可证从事经营）；物业管理咨询；建筑物及设施设备运行维修管理；市政设施养护维修管理；城市园林绿化工程设计、施工（凭资质许可证从事经营）及养护；停车服务；会议及展览服务；室内外保洁服务；家政服务；餐饮管理；洗衣；化粪池清掏；有害生物防治；网站建设，礼仪服务，航空商务服务，日用百货销售，人力资源服务（不含职业中介活动、劳务派遣服务），建筑物清洁服务，城乡市容管理，市政设施管理，工程管理服务，节能管理服务，安全系统监控服务，航空运营支持服务，航空运输货物打包服务，装卸搬运，专业保洁、清洗、消毒服务，护理机构服务（不含医疗服务），酒店管理，住房租赁，固体废物治理，污水处理及其再生利用，文化场馆管理服务，环保咨询服务，锅炉化学清洗，供暖服务，管道运输设备销售，体育赛事策划，水资源管理，水污染治理，软件开发，计算机系统服务，信息系统集成服务，信息系统运行维护服务，花卉绿植租借与代管理，单位后勤管理服务，病人陪护服务，体育用品及器材零售，信息技术咨询服务，医院管理，白蚁防治服务，机械设备租赁，运输设备租赁服务，环境卫生公共设施安装服务，停车场服务，消防技术服务，安全咨询服务，名胜风景区管理，养老服务，城市公园管理，洗染服务，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广，交通设施维修，仪器仪表修理，普通机械设备安装服务，体育场地设施经营（不含高危险性体育运动）；环境应急治理服务；企业管理；土地调查评估服务；包装服务；社会经济咨询服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
广东世荣兆业股份有限公司,SZ002016,广东世荣兆业股份有限公司,在业,80909.5632万元人民币,13,2022年报,-,914404001925966617,L(大型),2000-12-28,广东省,珠海市,斗门区,shirongzhaoye@sohu.com,sr0023@gdsrzy.com,440000000011199,增值税一般纳税人,股份有限公司（上市、自然人投资或控股）,建筑业,房屋建筑业,-,-,房地产,房地产开发,住宅开发,-,珠海市斗门区井岸镇珠峰大道288号一区17号楼,广东威尔医学科技股份有限公司,"Guangdong Shirong Zhaoye Co., Ltd.",房地产开发经营；房产租赁；建筑材料销售、日用品、电器 、机械产品的批发零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
荣盛房地产发展股份有限公司,SZ002146,荣盛房地产发展股份有限公司,存续,434816.3851万元人民币,101,2022年报,-,911310002360777257,L(大型),1996-12-30,河北省,廊坊市,廊坊经济技术开发区,risesunoffice@163.com,-,130000000002350,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,廊坊经济技术开发区祥云道81号荣盛发展大厦,-,"RiseSun Real Estate Development Co., Ltd.",房地产开发与经营（一级）。
深圳世联行集团股份有限公司,SZ002285,深圳世联行集团股份有限公司,存续,203357.9072万元人民币,0,2022年报,-,91440300618867554R,L(大型),1993-04-13,广东省,深圳市,罗湖区,zoujuh@worldunion.com.cn,baochunl@worldunion.com.cn;juxq@worldunion.com.cn;liust2@worldunion.com.cn;lanyin_004@126.com,440301501120135,一般纳税人,股份有限公司（台港澳与境内合资、上市）,房地产业,房地产业,房地产中介服务,房地产中介服务,房地产,房地产服务,房产和租赁经纪,-,深圳市罗湖区深南东路2028号罗湖商务中心12楼,"深圳世联行地产顾问股份有限公司,
深圳世联地产顾问股份有限公司,
世联地产顾问（深圳）有限公司,
世联房地产咨询服务（深圳）有限公司",Shenzhen Worldunion Group Incorporated,一般经营项目是：房地产咨询、房地产代理、房地产经纪、物业管理。
合肥城建发展股份有限公司,SZ002208,合肥城建发展股份有限公司,存续,80329.1894万元人民币,172,2022年报,-,913401007139651607,L(大型),1999-09-07,安徽省,合肥市,蜀山区,hucdtf@sina.com,-,340100000080325,一般纳税人,股份有限公司（上市、国有控股）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,合肥市蜀山区潜山路100号琥珀五环城和颂阁1幢201,-,"Hefei Urban Construction Development Co., Ltd.",房地产开发及商品房销售、租赁、售后服务、城市基础设施及公用设施项目开发和经营；建材产品开发、生产、销售；工业、民用建筑技术咨询；室内装饰（以上项目需要许可证的一律凭证经营）
南国置业股份有限公司,SZ002305,南国置业股份有限公司,存续,173421.577万元人民币,194,2022年报,-,914201007071989703,L(大型),1998-07-27,湖北省,武汉市,武昌区,576806934@qq.com,-,420100000009433,增值税一般纳税人,股份有限公司（上市、自然人投资或控股）,房地产业,房地产业,房地产租赁经营,房地产租赁经营,房地产,房地产开发,商业地产,-,武汉市武昌区南湖中央花园会所,武汉南国置业股份有限公司,"Langold Real Estate Co., Ltd.",许可项目：房地产开发经营；建设工程施工；建设工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：非居住房地产租赁；物业管理；新型建筑材料制造（不含危险化学品）；建筑材料销售；建筑装饰材料销售；园林绿化工程施工；以自有资金从事投资活动；住房租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
湖北国创高新材料股份有限公司,SZ002377,湖北国创高新材料股份有限公司,存续,91632.5201万元人民币,78,2022年报,-,91420000737132913D,M(中型),2002-03-25,湖北省,武汉市,江夏区,hb_guochuanggaoxin@qq.com,gc002377@163.com;cbmb@public.wh.hb.cn,420000000002401,增值税一般纳税人,其他股份有限公司（上市）,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,防水建筑材料制造,房地产,房地产服务,房产和租赁经纪,-,武汉市东湖新技术开发区武大园三路8号,-,"Hubei Guochuang Hi-tech Material Co., Ltd.","沥青系列产品的研发、生产、销售、仓储及物流；承接沥青路面工程；环保工程技术开发及应用；电子产品及相关设备的销售；计算机软件、硬件及相关网络技术的开发、设计、技术咨询和销售；企业管理咨询,房产经纪,房产信息咨询,自有物业租赁；货物进出口、技术服务、技术咨询、技术进出口（国家限制和禁止进出口的货物和技术除外）。（涉及许可经营项目，应取得相关部门许可后方可经营）"
深圳市新南山控股（集团）股份有限公司,SZ002314,深圳市新南山控股(集团)股份有限公司,存续,270778.2513万元人民币,-,-,-,91440300728551331M,L(大型),2001-04-30,广东省,深圳市,南山区,nskg@xnskg.cn,fukaiting@xnskg.cn,440301102780881,一般纳税人,股份有限公司（上市）,制造业,非金属矿物制品业,砖瓦、石材等建筑材料制造,其他建筑材料制造,房地产,房地产开发,住宅开发,-,深圳市南山区招商街道赤湾社区赤湾六路8号南山开发集团赤湾总部大厦2501,"雅致集成房屋（集团）股份有限公司,
雅致集成房屋股份有限公司,
深圳市雅致集成房屋股份有限公司,
深圳市雅致轻钢房屋系统有限公司","Shenzhen New Nanshan Holding (Group) Co., Ltd.",物业租赁，物业管理；供应链管理，物流信息咨询；投资咨询；企业管理咨询，财务咨询；经营码头及港口的货物装卸运输以及堆场、仓库及物业租赁业务，代理海上石油后勤服务；活动房屋、金属结构件、建筑材料、设备的生产（由分支机构经营）、销售、租赁及相关服务（涉及资质证的凭资质证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）^无
新光圆成股份有限公司,SZ002147,新光圆成股份有限公司,存续,182807.6415万元人民币,18,2022年报,-,91340500752955344U,M(中型),2003-07-25,安徽省,马鞍山市,雨山区,312479039@qq.com,dsh@masfy.com;info@xgycgroup.com;917874821@qq.com,340500000003667,一般纳税人,股份有限公司（上市、外商投资企业投资）,制造业,通用设备制造业,金属加工机械制造,其他金属加工机械制造,工业与商业服务,机械制造,通用机械,其他通用机械,安徽省马鞍山经济技术开发区超山西路,"马鞍山方圆回转支承股份有限公司,
马鞍山方圆回转支承有限责任公司",Neoglory Prosperity Inc.,生产、销售回转支承、机械设备、锻压设备；销售金属制品、建材；技术咨询服务；劳动服务；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外；房地产开发和经营；市场开发管理、商铺租赁；建材、装饰材料批发零售；房产信息中介，装饰工程设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
广宇集团股份有限公司,SZ002133,广宇集团股份有限公司,存续,77414.4175万元人民币,-,-,浙江省杭州市上城区南星街道龙舌路68号鹤鸣广宇大厦16楼,91330000143125150B,L(大型),2000-12-04,浙江省,杭州市,上城区,liwei@cosmosgrp.cn,631625519@qq.com;ct_gy@163.com;leafben@yahoo.com.cn,330000000027054,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,浙江省杭州市上城区龙舌路68号鹤鸣广宇大厦1号楼1718室,-,"Cosmos Group Co., Ltd.",房地产投资、房地产开发经营、商品房销售及出租、实业投资，室内外装饰、工程技术咨询、仓储服务，建筑材料的销售。
深圳市特发服务股份有限公司,SZ300917,深圳市特发服务股份有限公司,存续,16900万元人民币,-,-,深圳市福田区香蜜湖街道香梅社区香梅北路2003号特发文创广场5层L563,914403001922285356,L(大型),1993-05-31,广东省,深圳市,福田区,linsj@tefafuwu.com,sdgs@tefafuwu.com;linsj@tefawuye.com;386211814@qq.com,440301103565243,一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,物业管理,物业管理,房地产,房地产服务,物业管理,-,深圳市福田区香蜜湖街道侨香路1010号特发文创广场五楼,"深圳市特发物业管理有限公司,
深圳市特发物业管理公司","Shenzhen SDG Service Co., Ltd.",一般经营项目是：物业管理；水电工程；国内贸易；经济信息咨询；房地产经纪；为酒店提供管理服务；汽车零配件及汽车饰品的购销；自有物业租赁；园林绿化服务；绿化养护服务；花卉租摆；清洁服务；从事物业管理范围内的二次供水设施清洗消毒业务；建筑工程；投资兴办实业（具体项目另行申报）；经营电子商务。非居住房地产租赁；公共事业管理服务；医院管理；农村集体经济组织管理；市政设施管理；国内货物运输代理；运输代理（不含航空客货运代理服务和水路运输代理）；装卸搬运。业务培训（不含教育培训、职业技能培训等需取得许可的培训）；节能管理服务；合同能源管理；信息系统运行维护服务；碳减排、碳转化、碳捕捉、碳封存技术研发；通用设备修理；工程管理服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：游泳池经营；停车场经营；劳务派遣；餐饮服务；人力资源输出；人力资源开发与管理咨询；人才资源培训服务；企业人才的交流咨询；人力资源服务外包；人力资源管理软件；垃圾清运；道路清扫；园林设计；市政工程管理；“四害”防治；白蚁防治；环境消杀服务；城市配送运输服务（不含危险货物）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
